accession_id,ncbi_taxon_id_1380,ncbi_taxon_id_1730,ncbi_taxon_id_239934,ncbi_taxon_id_286,ncbi_taxon_id_239759,ncbi_taxon_id_292632,ncbi_taxon_id_841,ncbi_taxon_id_33024,ncbi_taxon_id_1654,ncbi_taxon_id_2172,ncbi_taxon_id_375288,ncbi_taxon_id_1678,ncbi_taxon_id_838,ncbi_taxon_id_61170,ncbi_taxon_id_946234,ncbi_taxon_id_904,ncbi_taxon_id_419014,ncbi_taxon_id_264995,ncbi_taxon_id_713,ncbi_taxon_id_1696,ncbi_taxon_id_216851,ncbi_taxon_id_547,ncbi_taxon_id_1378,ncbi_taxon_id_836,ncbi_taxon_id_1017280,ncbi_taxon_id_543311,ncbi_taxon_id_283168,ncbi_taxon_id_248744,ncbi_taxon_id_1263,ncbi_taxon_id_872,ncbi_taxon_id_29465,ncbi_taxon_id_577310,ncbi_taxon_id_1301,ncbi_taxon_id_816,ncbi_taxon_id_191303,ncbi_taxon_id_100883,ncbi_taxon_id_244127,ncbi_taxon_id_52225,ncbi_taxon_id_570,ncbi_taxon_id_581,ncbi_taxon_id_1578,ncbi_taxon_id_32207,ncbi_taxon_id_35832,ncbi_taxon_id_459786,ncbi_taxon_id_1350,ncbi_taxon_id_447020,ncbi_taxon_id_1485,ncbi_taxon_id_84162,ncbi_taxon_id_1080709,ncbi_taxon_id_189330,ncbi_taxon_id_102106,ncbi_taxon_id_397864,ncbi_taxon_id_906,ncbi_taxon_id_33042,ncbi_taxon_id_724,ncbi_taxon_id_104264,ncbi_taxon_id_135858,ncbi_taxon_id_577309,ncbi_taxon_id_572511,ncbi_taxon_id_1348911,ncbi_taxon_id_39948,ncbi_taxon_id_117563,ncbi_taxon_id_207244,ncbi_taxon_id_561,ncbi_taxon_id_177971,ncbi_taxon_id_158846,ncbi_taxon_id_40544,ncbi_taxon_id_84111,ncbi_taxon_id_-1,ncbi_taxon_id_32008,group
ERR695628,0.0,0.135126,0.00031669999999999995,9.090000000000001e-05,0.0876643,0.02106,0.0436889,0.0,0.0,0.0033645999999999997,0.024702900000000003,0.147415,0.0005011999999999999,0.00030619999999999996,0.0006644999999999999,0.0,0.0,0.0,0.0,0.0,0.138542,0.0,0.0,0.000103,2.3500000000000002e-05,0.00025499999999999996,0.012277499999999998,0.0,0.0343419,0.0,0.0023333,0.00043660000000000004,0.0072731,0.12888,0.0,0.0,0.0,0.0,0.0009404,0.0,0.006333999999999999,0.0,0.0044452,0.0039345000000000005,0.0,0.0001817,0.0006832,0.0,0.0,0.0093901,0.0111635,0.0462864,0.0,0.016480400000000003,0.0070618,0.0,0.0069018000000000005,0.0,0.004396199999999999,0.0002489,0.0307128,0.0,0.0,0.0013122999999999998,0.0,0.000145,0.0370643,0.0001449,0.022805,0.0,Inflammatory Bowel Diseases
ERR695634,0.0,0.008696500000000001,0.004806899999999999,0.0,0.0204825,0.0057534,0.0578604,0.0,0.0,0.0032892,0.454241,0.0454117,0.006281899999999999,0.0,0.0014217,0.00038030000000000003,0.0,0.0,0.0,0.0,0.0702255,0.0,0.0,0.0,0.0,0.0,0.0109712,0.0,0.0008258,0.0,0.00043430000000000004,0.0014080000000000002,0.0028886,0.0537765,0.0,0.0005559,0.0,0.0,0.0,0.00015910000000000002,5.35e-05,0.0,0.000848,0.00040599999999999995,0.0,0.0,0.0112002,0.0,0.00055,0.0022835999999999998,3.929999999999999e-05,0.00024319999999999998,0.0590332,0.000444,0.0005803,0.0,0.0,7.62e-05,0.009921200000000002,0.0,0.0001123,0.0,0.0084213,0.0029302,0.0,0.0008298,0.14668,0.0012369,0.0042403,0.0,Inflammatory Bowel Diseases
ERR695614,0.0,0.0468982,0.0010077999999999999,0.0,0.0806528,0.10049200000000001,0.0189802,0.0,0.0,0.0,0.019409999999999997,0.0243475,0.13090400000000002,0.0,7.71e-05,0.0,0.0,0.0,0.0,0.0,0.166374,0.0,0.0,0.0,0.0,0.0,0.0062491000000000005,0.0,0.012405999999999999,0.0,0.0002629,0.0,0.004511600000000001,0.17560800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014684,0.0038582,0.0,0.0004004,0.0001527,0.0,0.0,0.004954699999999999,0.007939,0.0178582,0.0,0.0124641,0.0,0.0,0.0,0.031051000000000002,0.0066064999999999995,0.0002264,0.0594604,0.0,0.0020734,0.001664,0.0,0.0016219,0.025104500000000002,0.0,0.034915,0.0,Health
ERR695610,0.0,0.051992500000000004,2.4299999999999998e-05,0.0,0.071009,0.09128130000000001,0.0063185,0.0,0.0,0.0001245,0.016013200000000002,0.0108945,0.0823976,0.00020160000000000002,4.27e-05,0.0,0.0,0.0,0.0,0.0,0.0912279,0.0,0.0,0.0,0.0,0.0,0.0059178,0.0,0.0024899,0.0,0.0006527000000000001,2.34e-05,0.0003412,0.111014,0.0,0.0,0.0,0.0,9.02e-05,0.0,0.0,0.0,0.0004293,0.0041607,0.0,7.25e-05,0.0,0.0,0.0,0.0025113,0.003312,0.0125126,0.0,0.138486,0.0,0.0,0.0,0.151663,0.0018285,0.0,0.110537,0.0,0.0001248,0.00012819999999999997,0.0,0.0006812999999999999,0.0189533,0.0,0.012542200000000002,0.0,Health
ERR695631,0.0,0.131499,0.0015266,0.0,0.011635200000000002,0.014682200000000001,0.146492,0.0,0.0,0.001113,0.0050678,0.0187646,0.17297200000000001,7.8e-06,0.0001517,0.0,0.0,0.0,0.0,0.0,0.0885158,0.0,6.92e-05,0.0,0.0,0.0,0.0033149,0.0,0.0572465,0.0,9.58e-05,0.0006125,0.0078983,0.113482,0.0,0.0012354999999999998,0.0,0.00017260000000000002,0.0002703,0.0,0.00029269999999999996,0.0001431,0.0005775,0.001032,0.0,0.0,0.0018907000000000001,0.0,4.79e-05,0.0225743,0.001842,0.0028115999999999996,0.0,0.0197003,0.0004172,0.0,0.0035929,0.0,0.0110436,0.0,0.0030373,0.00010240000000000001,0.0003086,0.0019587000000000003,0.0,0.053930099999999995,0.0028397,0.0002561,0.0947762,0.0,Inflammatory Bowel Diseases
ERR695615,0.0,0.048375,0.001096,0.0,0.0817382,0.09818160000000001,0.018616999999999998,0.0,0.0,9.97e-05,0.020642800000000003,0.023943,0.129605,0.0,7.71e-05,0.0,0.0,0.0,0.0,0.0,0.167404,0.0,0.0,0.0,0.0,0.0,0.0055471,0.0,0.0063165,0.0,0.00032980000000000005,0.0,0.0037532999999999998,0.178329,0.0,0.0,0.0004625,0.0,0.0001336,0.0,0.0,0.0,0.0012226,0.0036855,0.0,0.0001797,0.0001711,0.0,0.0,0.0047382,0.0073477,0.0181793,0.0,0.0129613,0.0,0.0,0.0,0.031265299999999996,0.0053203,0.0001994,0.0620364,0.0,0.0016405,0.0020586,0.0,0.0018640999999999998,0.025474999999999998,0.0,0.0370034,0.0,Health
ERR695613,0.0,0.08111829999999999,0.0040324,0.0,0.010535000000000001,0.0462705,0.184876,0.0,0.0,0.0,0.0037449,0.0095678,0.162383,0.0016193,0.0007377999999999999,0.0,0.0,0.0,0.0,0.0,0.130428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142721,0.0,0.00046600000000000005,0.0,0.0140385,0.0589035,0.0,0.0,0.0,0.0,0.00035319999999999997,0.0,0.0,0.0,0.0,0.0053155,0.0,0.00020880000000000003,0.0026055,0.0,0.0,0.0130525,0.0093299,0.0002702,0.0,0.0163937,0.0011052999999999998,0.0,0.0,0.0073149,0.022120599999999997,0.0,0.003338,0.0,0.0007327,0.0012752,0.0,0.05147090000000001,0.0018732000000000002,0.0,0.011797799999999999,0.0,Health
ERR695636,0.0,0.179272,1.3599999999999999e-05,0.0,0.0005474,0.0063483,0.0233408,0.0,0.0,0.0001541,0.0044586999999999995,0.008351299999999999,0.384818,3.0600000000000005e-05,8.25e-05,0.0,0.0,0.0,0.0,0.0,0.0571206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210106,0.0,5.58e-05,0.0,0.0048762,0.120968,0.0,0.0031680999999999996,0.0,0.0,0.0,0.0,0.00011549999999999999,0.0,0.0,0.0001492,0.0,0.0,0.0034148,0.0,0.0,0.0084217,0.0018685,0.0001471,0.0005512000000000001,0.010269299999999999,9.740000000000001e-05,0.0,0.0075805,0.0,0.0107473,0.0,0.001142,0.0,0.0004333,0.0016858,0.0,0.125882,0.0010157999999999999,0.0,0.0118623,0.0,Inflammatory Bowel Diseases
ERR695603,0.0,0.08980439999999999,0.0012189000000000002,0.0,0.08838939999999999,0.0231806,0.010688600000000001,0.0,0.0,0.0,0.0465309,0.0067274,0.0,7.390000000000001e-05,0.0002501,0.0,0.0,0.0,0.0,0.0,0.130602,0.0,0.0,0.0,0.0,0.0,0.0104516,0.0,0.0011512,0.0,9.24e-05,3.43e-05,0.0003604,0.476295,7.48e-05,0.0,1.86e-05,0.0,0.0,0.0,0.0,0.0,0.011471,0.006581600000000001,0.0,0.0001197,0.0003666000000000001,0.0,0.0,0.0018565,0.0005366,0.0095643,0.0,0.0037046,1.87e-05,0.0,0.0,0.0,0.0066661,7.48e-05,0.017880599999999996,0.0,0.0014256,0.0001111,0.0,0.0,0.0399546,0.0,0.013723299999999999,0.0,Health
ERR695632,0.0,0.054094699999999996,0.0027096999999999998,0.0,0.042462599999999996,0.048902400000000006,0.100439,0.0,6.29e-05,0.0,0.0025668,0.0102264,0.30133299999999996,0.0009586,0.0008191,0.0,0.0,0.0,0.0,0.0,0.107248,0.0,0.0,0.0,0.0,0.0,0.0002644,0.0,0.0795779,0.0,0.0006314000000000001,0.00019180000000000003,0.0075264,0.129555,0.0,0.0,0.0,0.0,0.0,0.0,5.85e-05,0.0,0.0025833,0.0052581,0.0,0.0001375,0.0016162000000000001,0.0,0.0,0.0055405,0.0048398,0.0013367000000000001,0.0027639,0.0087338,0.001099,0.0,0.0,0.0046977,0.0080485,0.0,0.0020659,0.0,0.0006758000000000001,0.0004654,0.0,0.022328099999999997,0.0106897,0.0,0.0274922,0.0,Inflammatory Bowel Diseases
ERR695620,0.0,0.0873883,0.0759773,0.0,0.184837,0.049320300000000004,0.001879,0.0,0.0,0.0501034,0.10035999999999999,0.0019274000000000001,0.0,0.0,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.006612399999999999,0.0,0.0,0.0,0.0006605,0.0,0.114527,0.00025269999999999996,0.0040537,0.0020609,0.0018595999999999999,0.0009166,0.0009427999999999999,0.24349900000000002,0.0009661,9.66e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0070501,0.0011919,0.0,0.0,0.0028976999999999996,0.0,0.0049033,0.0,0.0002094,0.0027033,0.0,0.0019852,0.0004972,0.0,0.0,0.0014892,0.0009683,0.0,0.0020480999999999997,0.0,0.00045420000000000004,0.0199448,0.0,0.0,0.0173133,0.0002118,0.0078596,0.0,Inflammatory Bowel Diseases
ERR695606,0.0,0.34946699999999997,0.00031889999999999995,0.0,0.07043010000000001,0.0378274,0.0339254,0.0019254,0.0,0.0005897,0.0140721,0.0230211,0.0241062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0560286,0.0,0.0,0.0,0.0,0.0,0.015478399999999998,0.0,0.0564459,0.0010469000000000001,0.0006091,0.0,0.0002683,0.227182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029302,0.0022679,0.0,0.0005276,0.0,0.0,0.0,0.0034055,0.0035796999999999995,0.0051113999999999995,0.0,0.0083065,0.0001462,0.0,0.0,0.0009496,0.0061871999999999995,0.0,0.0026986,0.0,0.0002982,0.0,0.0,0.013052900000000001,0.0185847,0.0,0.0192114,0.0,Health
ERR695619,0.0,0.0142274,0.0,0.0,1.3e-05,0.00016730000000000003,0.0045431000000000004,0.0,0.0,0.0,0.0909759,0.0,0.0,0.0,0.00012819999999999997,0.0,0.0,0.0,0.0,0.0,0.0001125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162028,0.0,0.0,0.695649,0.0,0.00010080000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08e-05,0.0,0.0,0.0071735,0.0,0.0,0.0005112,0.0005456,0.0,0.0,0.0,0.0011965,0.0,0.0,0.0,0.0030337,0.0,0.0,0.0,0.0001154,0.00011059999999999999,0.0,0.0,0.161546,0.0,0.0035761,0.0,Inflammatory Bowel Diseases
ERR695600,0.0,0.45199,0.0056691,0.0,0.0481363,0.057083699999999994,0.0126988,0.0,0.0,0.0,0.0174413,0.0080289,0.0,9.79e-05,3.47e-05,5.9e-06,0.0,0.0,0.0,0.0,0.0562646,0.0,0.0,0.0,0.0,0.0,0.0071032,0.0,0.0196494,0.0,6.97e-05,0.0003274,0.0012047999999999998,0.222148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042612,0.0032281,0.0,0.0001612,0.0,0.0,0.0,0.006289600000000001,0.0036241,0.023985,0.0,0.008764200000000002,1.74e-05,0.0,0.0,0.0,0.0061019,0.0007927999999999999,0.00043410000000000003,0.0,0.0009645,0.0006123,0.0,0.0,0.0006529,0.0,0.032156199999999996,0.0,Health
ERR695611,0.0,0.052710599999999996,0.0,0.0,0.0693376,0.0893351,0.0056779000000000005,0.0,0.0,0.00023689999999999998,0.015669100000000002,0.0107049,0.08223599999999999,9.71e-05,5.379999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0889594,0.0,0.0,0.0,0.0,0.0,0.0055819,0.0,0.0022505,0.0,0.000718,0.0,0.0004231,0.111902,0.0,0.0,0.0002366,0.0,9.44e-05,0.0,0.0,0.0,0.0004299,0.0040360000000000005,0.0,8.400000000000001e-06,7.599999999999999e-06,0.0,0.0,0.0026176,0.0036312,0.0120818,0.0,0.140651,0.0,0.0,0.0,0.150584,0.0022401,0.0,0.112493,0.0,0.00029110000000000003,0.0,0.0,0.0007173,0.018430400000000003,0.0,0.0155566,0.0,Health
ERR695617,0.0,0.044214199999999995,0.0010918,0.0,0.09002800000000001,0.09933530000000002,0.0188374,0.0,0.0,7.54e-05,0.020475900000000002,0.026099799999999996,0.129126,0.0,5.07e-05,0.0,0.0,0.0,0.0,0.0,0.16084299999999999,0.0,0.0,0.0,0.0,0.0,0.0062098,0.0,0.0108433,0.0,0.0002246,0.0,0.0035399000000000003,0.170031,0.0,0.0,2.44e-05,0.0,0.0,0.0,0.0,0.0,0.0013324,0.0038729000000000003,0.0,0.00037370000000000003,0.0002133,0.0,0.0,0.005083,0.0080353,0.0177522,0.0,0.0130006,0.0,0.0,0.0,0.031719,0.0049362,0.0001636,0.0695298,0.0,0.0025291,0.0009955,0.0,0.0010364,0.0240783,0.0,0.0342982,0.0,Health
ERR695626,0.0,0.0725557,0.030895599999999995,0.0,0.287856,0.024506999999999998,0.0026254,0.0,0.0,0.071838,0.107815,0.000149,0.0036353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049486,0.0,0.0,0.0,0.0004702,0.0,0.1258,0.0,0.0004938999999999999,0.0023078,0.0,0.0009986,0.0,0.218689,0.0003107,0.0,0.0004863,0.0,0.0018712000000000002,0.0,0.0,0.0,0.008084000000000001,0.0014171000000000001,0.0,0.0,0.004512899999999999,0.0,0.0042989,0.0002791,0.0,0.0030193000000000004,0.0,0.0,0.00026450000000000003,0.0,0.0,0.0011952,0.0,0.0005019,0.00026139999999999996,0.0,0.0,0.011789,0.0,0.0006835,0.0005173999999999999,0.0,0.0049222,0.0,Inflammatory Bowel Diseases
ERR695624,0.0,0.0182929,0.0,0.0,0.0067989,0.0124423,0.0261207,0.0,0.00030419999999999997,0.0,0.0307186,0.008402,0.0,0.0,0.0007534,0.0,0.00029989999999999997,0.00037000000000000005,0.0,0.0,0.048455000000000005,0.000138,0.0,0.0,0.0,0.0,0.009783700000000001,0.0,0.0,0.0,0.0041828,0.0,0.007749000000000001,0.377019,0.0,0.0041652,0.0,0.0,0.39747,0.0,0.0002299,0.0,0.0,0.0,0.0020152,0.0,0.0010692,3.6000000000000003e-06,0.0,0.0,0.0,0.0,0.0004689,0.0,0.00013859999999999998,0.0,0.0,0.0,0.0032624999999999998,0.0,0.0,0.0,0.012851999999999999,0.0001338,5.28e-05,0.0,0.011089700000000001,0.002643,0.0125755,0.0,Inflammatory Bowel Diseases
ERR695607,0.0,0.354788,0.0003436,0.0,0.0683674,0.0313801,0.0341722,0.002134,0.0,0.0004896000000000001,0.013902399999999999,0.0220539,0.0241119,0.0,0.0,1.1300000000000002e-05,0.0,0.0,0.0,0.0,0.0562901,0.0,0.0,0.0,0.0,0.0,0.0145011,0.0,0.0564248,0.0012253,0.0005622000000000001,0.0,0.00035979999999999996,0.23170300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027528,0.0025108,0.0,0.00040649999999999996,0.0,0.0,0.0,0.0038168000000000004,0.0031141,0.0050852,0.0,0.0091463,6.77e-05,0.0,0.0,0.0009254999999999999,0.007043699999999999,0.0,0.0029804999999999996,0.0,9.8e-05,0.0001641,0.0,0.0125223,0.0173585,0.0,0.019187,0.0,Health
ERR695608,0.0,0.171726,0.0007547999999999999,0.0,0.0579514,0.030645799999999997,0.024071,0.0003572,0.0,0.00021989999999999998,0.020377999999999997,0.012180600000000001,0.0050481,0.0,0.0,6.85e-05,0.0,0.0,0.0,0.0002497,0.0429655,0.0,0.0,0.0,0.00034,0.0,0.0159556,0.0,0.0663347,0.0030795,0.00023469999999999999,0.0,0.0006142000000000001,0.424201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006256500000000001,0.0076439,0.0,0.0001291,0.00015549999999999999,0.0,0.0,0.0057843,0.0039704,0.0093127,0.0,0.0126397,0.00014319999999999998,0.00015969999999999998,0.0,0.0001705,0.0081399,0.0,0.0009191000000000001,0.0,0.0001856,0.0,0.0,0.027769999999999996,0.0197267,0.0,0.0195167,0.0,Health
ERR695633,0.0,0.054464,0.0023011,0.0,0.045248300000000005,0.04762469999999999,0.100551,0.0,0.0,0.0,0.0032886,0.0102801,0.299142,0.0008132,0.0011579000000000001,0.0,0.0,0.0,0.0,0.0,0.107555,0.0,0.0,0.0,0.0,0.0,0.00026419999999999997,0.0,0.0799242,0.0,0.000417,0.00022519999999999997,0.0066946,0.127421,0.0,0.0,0.0,0.0,0.0,0.0,7.159999999999999e-05,0.0,0.0020014,0.0060692,0.0,0.0001047,0.0013377,0.0,0.0,0.0051768000000000005,0.0051212,0.0010287,0.0028009000000000003,0.0087557,0.0006529,0.0,1.57e-05,0.0049043,0.011127200000000002,0.0,0.0022565,0.0,0.00032639999999999996,0.0,0.0,0.0220753,0.011114200000000001,0.0,0.0276878,0.0,Inflammatory Bowel Diseases
ERR695598,0.0,0.170819,0.0038835999999999996,0.0,0.100646,0.050216000000000004,0.0197574,1.1300000000000002e-05,0.0,0.0,0.0341828,0.006172800000000001,0.0,0.00012869999999999998,0.00017830000000000002,0.0,0.0,0.0,0.0,0.0,0.111457,0.0,0.0,0.0,0.0,0.0,0.009204899999999998,0.0,0.0146387,0.0,0.0002147,0.0002518,0.0034776,0.35464,3.0399999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0001283,0.0,0.009830799999999999,0.007244899999999999,0.0,7.14e-05,0.0001418,0.0,0.0,0.0024672,0.0012154000000000002,0.0135632,0.0,0.0042265,0.00016669999999999999,0.0,0.0,0.0,0.0080411,0.0007048,0.0121706,0.0,0.0010029000000000001,0.0001585,0.0,0.0,0.025308399999999998,0.0,0.0336478,0.0,Health
